CustomerID,Name,Age,Gender,Country,SignupDate,LastPurchase,Product
368,Rachel Campbell,38,Male,India,18/06/2019,01/09/2022,Sports
369,Linda Serrano,47,Male,UK,10/04/2020,02/04/2023,Beauty
370,Ann Hale,50,Male,India,06/03/2023,11/10/2023,Home & Kitchen
371,Kent Peterson,45,Other,UK,16/05/2022,30/01/2023,Beauty
372,Chad Perez,64,Male,Germany,01/10/2023,11/10/2024,Clothing
373,Corey Martinez,50,Male,UK,22/04/2023,05/01/2024,Electronics
374,Kenneth Merritt,22,Male,UK,15/05/2017,15/03/2022,Electronics
375,Jack Daniels,65,Female,Canada,24/09/2024,17/10/2024,Beauty
376,Joshua Hardin,36,Other,France,18/04/2018,16/10/2021,Books
377,Teresa Taylor,21,Female,France,09/10/2018,01/09/2023,Home & Kitchen
378,Luke Dean,52,Female,Australia,29/04/2023,07/07/2024,Home & Kitchen
379,Kathryn Castro,66,Female,Australia,11/04/2022,13/10/2024,Electronics
380,Ryan Mcdonald,34,Male,Brazil,22/10/2016,04/05/2019,Sports
381,Timothy Kelly,61,Female,Brazil,23/04/2017,12/07/2019,Clothing
382,Juan Chambers,45,Female,Brazil,19/04/2017,15/01/2020,Sports
383,Donald Mcgee,47,Female,Canada,08/03/2016,03/02/2021,Sports
384,Joseph Sullivan,46,Female,Australia,03/03/2020,05/11/2024,Beauty
385,Leah Hanson,63,Female,India,26/06/2018,22/01/2020,Electronics
386,Mitchell Ramirez,70,Female,Brazil,30/07/2021,18/03/2024,Electronics
387,Mr. Andrew Rodgers,23,Other,Brazil,21/08/2019,01/04/2020,Electronics
388,Joshua Nelson,52,Female,Germany,24/05/2019,10/03/2023,Beauty
389,James Kennedy,58,Female,USA,03/07/2018,29/05/2022,Books
390,Mr. Adam Johnson,54,Female,India,02/01/2019,10/05/2021,Sports
391,Robert Torres DVM,41,Male,Brazil,29/01/2024,24/02/2024,Beauty
392,Anthony Welch,46,Female,Brazil,27/08/2022,10/06/2023,Home & Kitchen
393,Vanessa Daniels,66,Male,Brazil,03/11/2021,11/09/2022,Clothing
394,Paul Castillo,63,Female,USA,01/05/2024,14/05/2024,Books
395,Jeremy Harvey,70,Other,USA,23/05/2021,03/01/2024,Home & Kitchen
396,Erin Baxter,48,Female,Canada,16/07/2018,01/04/2022,Sports
397,Megan Garcia,52,Male,India,14/07/2016,08/07/2020,Electronics
398,Dawn Rogers,50,Male,Canada,27/08/2021,20/12/2022,Sports
399,Rebecca Rivera,69,Male,UK,28/07/2017,11/04/2018,Beauty
400,Melanie Sharp,38,Female,USA,17/03/2022,10/11/2024,Clothing
401,Gregory Kelly,49,Male,Germany,14/12/2015,28/07/2021,Beauty
402,Ashley Gilbert,40,Male,Australia,16/03/2018,07/03/2022,Books
403,Amanda Schwartz,50,Male,Germany,30/10/2022,13/12/2022,Books
404,Jennifer Ochoa,20,Female,Australia,26/03/2016,13/02/2019,Clothing
405,Lydia Perry,35,Female,USA,09/09/2018,13/03/2019,Home & Kitchen
406,Tiffany Atkins,42,Male,USA,06/09/2017,16/05/2018,Home & Kitchen
407,Dustin Hogan,59,Male,USA,22/04/2016,06/06/2021,Books
408,Patricia Perry,48,Female,Canada,07/08/2016,12/03/2020,Books
409,Peggy Ayala,20,Female,India,12/12/2017,06/12/2019,Electronics
410,Terry Castro,57,Female,Australia,15/06/2019,06/08/2019,Home & Kitchen
411,Katie Goodwin,63,Male,India,06/02/2022,15/11/2023,Clothing
412,Brandon Williams,41,Female,Canada,08/09/2019,22/07/2024,Home & Kitchen
413,Brooke Sanchez,67,Female,Canada,01/06/2019,29/09/2022,Electronics
414,Scott Mullins,49,Female,France,18/05/2022,08/12/2023,Beauty
415,Jason Garcia,64,Female,Germany,01/10/2021,02/02/2023,Books
416,Erik Blackburn,39,Male,Germany,09/08/2020,03/12/2022,Books
417,Christopher Walker,40,Male,UK,07/03/2020,07/11/2022,Electronics
418,Brooke Moore,19,Female,Brazil,30/04/2016,28/05/2019,Clothing
419,Barry Snow,,Female,Canada,30/05/2021,22/12/2022,Books
420,Charles Miller,59,Female,Australia,17/04/2018,14/03/2019,Sports
421,Joseph Smith,19,Female,France,02/01/2019,07/12/2020,Books
422,Jason Chen,43,Female,France,07/07/2020,23/02/2022,Sports
423,Stacey Moore,34,Female,Brazil,15/06/2024,07/10/2024,Electronics
424,Jessica Garcia,57,Male,India,17/05/2024,18/05/2024,Electronics
425,Amy Fox,50,Female,Brazil,30/04/2016,28/06/2017,Books
426,Jared Huff,26,Male,Brazil,01/08/2018,14/03/2022,Home & Kitchen
427,Julie James,60,Male,Brazil,02/01/2021,01/02/2023,Sports
428,Nathan Juarez,65,Other,Germany,04/03/2018,16/02/2023,Clothing
429,Courtney Martinez,56,Male,Canada,06/02/2017,24/12/2020,Books
430,Kevin White,46,Male,UK,14/07/2017,16/04/2019,Clothing
431,Sara Ponce,59,Male,Canada,06/05/2024,14/10/2024,Books
432,Keith Terry,43,Female,India,11/03/2016,01/07/2022,Home & Kitchen
433,Christopher Farrell,52,Male,USA,30/01/2018,29/09/2021,Home & Kitchen
434,Robert Baird,67,Male,Brazil,13/04/2022,28/07/2023,Home & Kitchen
435,Hannah Mcfarland,42,Male,Canada,03/01/2022,23/01/2024,Beauty
436,Michael Reilly,41,Male,India,06/01/2020,20/05/2023,Home & Kitchen
437,Jennifer Roach,30,Male,USA,13/08/2017,17/10/2017,Electronics
438,Thomas Wall,24,Male,USA,20/08/2022,08/03/2024,Electronics
439,Russell Russell,53,Female,Brazil,15/04/2019,05/12/2021,Beauty
440,Jonathon Elliott,62,Male,UK,10/09/2022,07/03/2024,Sports
441,Heather Peterson,37,Male,Australia,09/09/2017,06/08/2018,Clothing
442,Andrew Johnson,18,Male,Germany,31/10/2019,03/09/2022,Books
443,Andrea Johnson,,Male,Canada,08/07/2018,01/12/2018,Books
444,Michele Ortiz,63,Female,USA,24/08/2020,23/04/2022,Beauty
445,Crystal Baker,33,Female,Canada,16/04/2022,20/12/2022,Electronics
446,Emily Jones,31,Male,Australia,29/04/2017,28/08/2022,Books
447,Jennifer Walker,29,Male,Germany,30/11/2018,06/03/2022,Electronics
448,Brian Martinez,68,Male,Australia,16/10/2019,06/10/2021,Sports
449,Michael Rivers,40,Female,Germany,16/08/2017,19/10/2017,Clothing
450,Jon Petersen,32,Female,France,31/12/2019,29/05/2021,Sports
451,Ryan Miller,45,Female,Germany,01/09/2020,23/04/2023,Beauty
452,Nathan Valdez,51,Male,Brazil,05/10/2021,21/10/2024,Home & Kitchen
453,Alexis Taylor,19,Female,UK,21/01/2018,11/03/2019,Home & Kitchen
454,Daniel Hess,49,Male,Australia,20/06/2016,05/02/2024,Home & Kitchen
455,Michael Ward,40,Male,USA,09/03/2021,09/09/2023,Sports
456,Andrew Parks,39,Male,Brazil,24/07/2023,29/12/2023,Books
457,Joanna Miller,68,Male,France,03/04/2018,05/08/2024,Clothing
458,Brian Maldonado,42,Female,UK,08/02/2024,11/05/2024,Home & Kitchen
459,Hannah Gay,39,Female,Canada,19/01/2021,08/10/2023,Beauty
460,Rebecca Jones,39,Male,Brazil,17/10/2020,24/04/2021,Beauty
461,Jasmine Rubio,66,Female,Australia,01/09/2022,23/10/2022,Home & Kitchen
462,Donna Juarez,69,Other,India,24/06/2016,09/06/2020,Home & Kitchen
463,Alex Schmitt,59,Female,India,16/10/2023,15/04/2024,Clothing
464,Patrick Woodard,23,Female,USA,30/01/2021,26/11/2021,Home & Kitchen
465,Luke Glass,32,Female,Germany,07/08/2022,17/01/2024,Clothing
466,Nicole Miller,60,Other,USA,06/02/2020,23/09/2024,Beauty
467,Aaron Smith,54,Female,India,17/06/2016,27/04/2018,Home & Kitchen
468,Mary Hoffman,50,Male,Canada,21/06/2022,26/01/2024,Sports
469,Christopher Wells,25,Male,France,30/12/2018,08/07/2023,Sports
470,Penny King,70,Female,France,13/04/2022,29/04/2022,Beauty
471,Helen Williams,61,Male,Australia,01/01/2021,12/06/2022,Clothing
472,Brenda Nunez,61,Female,France,07/12/2022,10/10/2023,Sports
473,Lauren Simpson,22,Male,Australia,28/04/2019,27/07/2022,Clothing
474,Mark Reed,56,Male,Brazil,14/02/2021,06/02/2023,Sports
475,Rachel George,21,Male,Australia,04/06/2020,15/10/2024,Sports
476,Sarah Sosa,23,Male,Brazil,14/10/2016,24/10/2020,Clothing
477,Shane Hunter,62,Female,Australia,06/02/2016,01/05/2023,Books
478,Steven Haas,49,Female,India,25/02/2024,19/04/2024,Sports
479,William Jacobs,69,Female,India,18/07/2017,19/12/2020,Home & Kitchen
480,Elizabeth Drake,47,Female,Germany,27/10/2020,16/02/2022,Beauty
481,Mathew Moreno,64,Male,Brazil,11/07/2023,30/05/2024,Books
482,Brittany Keith,52,Female,UK,07/01/2023,13/02/2023,Clothing
483,Christopher Rose,57,Female,Brazil,04/08/2021,06/11/2022,Books
484,Alexander Peterson,69,Female,Australia,03/02/2024,14/07/2024,Electronics
485,Amy Reyes,33,Male,Australia,02/10/2022,28/01/2023,Electronics
486,Carl Shaffer,30,Female,UK,25/05/2018,06/07/2018,Sports
487,William Burns,67,Female,USA,14/02/2020,14/09/2021,Sports
488,Brandon Whitaker,59,Other,Australia,27/05/2024,24/07/2024,Home & Kitchen
489,Erik Guzman,47,Female,Germany,17/01/2019,29/07/2023,Beauty
490,Debra Jones,36,Male,,21/08/2021,03/09/2023,Books
491,Alexander Collins,34,Female,France,03/06/2020,23/01/2021,Electronics
492,Alex Nelson,36,Female,Canada,26/08/2016,09/01/2024,Sports
493,Frank Bailey,45,Male,Canada,01/07/2020,09/01/2023,Beauty
494,Jennifer Schmidt,43,Female,France,06/03/2016,11/04/2022,Books
495,Adam Coleman,54,Female,France,17/05/2016,18/02/2023,Sports
496,Brittany Walker,43,Male,India,09/10/2018,25/08/2021,Sports
497,Holly Henry,70,Male,Germany,01/03/2019,28/03/2019,Electronics
498,Jonathan Harrison,40,Male,,03/12/2021,15/09/2024,Electronics
499,Brandon Moore,26,Male,Canada,15/03/2016,06/11/2022,Sports
500,Cynthia Garcia,29,Male,India,16/11/2021,04/08/2023,Clothing
501,Brian Harper,70,Female,India,26/07/2023,27/12/2023,Sports
502,Brittany Ferguson,18,Male,UK,17/10/2023,05/09/2024,Beauty
503,Brittney Holden,18,Male,India,03/01/2024,09/07/2024,Sports
504,Chelsea Wilson,64,Female,Brazil,04/05/2022,19/01/2024,Home & Kitchen
505,Melissa Reynolds,51,Female,Germany,14/12/2020,12/08/2024,Home & Kitchen
506,Elizabeth Allen,49,Male,France,06/03/2021,05/06/2022,Home & Kitchen
507,Alicia Weaver,65,Male,Australia,20/07/2023,15/11/2024,Clothing
508,Rebecca Cuevas,42,Male,UK,02/01/2023,27/09/2024,Clothing
509,Madison Brown,57,Female,France,01/08/2020,07/02/2023,Sports
510,Joshua Le,62,Male,France,20/11/2022,19/03/2023,Home & Kitchen
511,Leslie Jones,70,Female,USA,03/10/2023,14/07/2024,Clothing
512,Jeremy Reyes,18,Other,Brazil,02/11/2020,29/12/2022,Electronics
513,Amanda Warren,33,Male,UK,09/04/2022,24/06/2024,Sports
514,John Smith,56,Female,India,22/03/2018,05/04/2020,Beauty
515,Andrew Richardson,22,Other,Australia,22/11/2021,06/06/2023,Books
516,Jose Torres,39,Male,UK,11/04/2024,01/05/2024,Sports
517,Brandon Miller,46,Female,India,26/04/2020,15/01/2022,Books
518,Allison Sosa,20,Female,France,08/12/2023,13/08/2024,Home & Kitchen
519,Jared Garner,29,Female,Australia,16/11/2018,31/07/2019,Books
520,Daniel Dudley,43,Female,India,13/02/2016,17/04/2016,Home & Kitchen
521,Ethan Atkinson,33,Female,Germany,09/02/2018,10/09/2021,Electronics
522,Keith Perez,68,Female,India,18/06/2023,28/01/2024,Books
523,Brenda Moore,54,Female,USA,23/04/2017,02/10/2022,Sports
524,Bradley Alexander,39,Female,Brazil,02/02/2016,16/04/2019,Home & Kitchen
525,Drew Schwartz,46,Female,France,22/10/2020,31/07/2021,Sports
526,Amber Lewis,31,Female,India,31/10/2023,02/10/2024,Clothing
527,Tyler Armstrong,45,Male,Brazil,01/03/2019,19/04/2022,Home & Kitchen
528,Kevin Gomez,22,Male,Canada,26/05/2021,07/12/2023,Books
529,Carlos Anderson,64,Male,Canada,04/07/2023,24/01/2024,Home & Kitchen
530,Michael Osborne,66,Male,Brazil,31/05/2022,29/04/2024,Sports
531,David Williams,47,Male,Brazil,14/11/2020,19/08/2024,Electronics
532,Deborah Gonzalez,63,Female,USA,20/08/2023,14/10/2024,Home & Kitchen
533,Drew Freeman,69,Male,Germany,17/11/2019,22/05/2024,Books
534,Angela Gibson,22,Female,France,25/01/2019,14/09/2019,Clothing
535,Joseph Bailey,29,Male,UK,16/10/2024,20/10/2024,Beauty
536,Tonya Campbell,33,Female,USA,07/08/2023,25/04/2024,Electronics
537,Erik Walker,43,Other,Germany,18/01/2019,29/06/2024,Clothing
538,Cole Allen,43,Male,Brazil,05/06/2016,12/08/2019,Home & Kitchen
539,Samantha Bennett,65,Female,UK,24/09/2016,19/09/2018,Sports
540,Derek Martin,38,Male,Brazil,17/06/2022,17/09/2022,Sports
541,Michael Garcia,56,Female,Brazil,10/10/2019,15/05/2024,Books
542,Julie Jackson,53,Male,Canada,27/11/2023,11/05/2024,Sports
543,Susan Ruiz,50,Female,Canada,17/10/2024,17/11/2024,Electronics
544,Jessica Marsh,47,Male,UK,17/08/2021,10/10/2022,Sports
545,John Taylor,54,Female,USA,06/08/2016,28/05/2020,Books
546,Bruce Larsen,40,Female,Canada,21/01/2022,25/02/2022,Beauty
547,Andrew Carroll,27,Male,France,07/06/2017,21/08/2019,Home & Kitchen
548,Kenneth Greene,,Male,Brazil,07/04/2017,08/06/2024,Home & Kitchen
549,Justin Davidson,53,Male,Australia,07/09/2023,15/02/2024,Sports
550,Daniel Stevens,51,Male,India,27/08/2022,02/05/2023,Clothing
551,Stacy Clark,69,Female,UK,18/09/2017,17/04/2020,Home & Kitchen
552,Steve Carson,48,Male,UK,17/09/2019,20/01/2021,Beauty
553,Jo Jones,27,Male,Canada,20/10/2024,19/11/2024,Sports
554,Brittany Hughes,36,Male,USA,05/01/2024,23/05/2024,Books
555,Teresa Ortega,49,Female,Brazil,03/02/2022,10/03/2022,Beauty
556,Deborah Murray,18,Male,France,30/01/2018,27/12/2023,Sports
557,James Foster,22,Male,USA,11/02/2017,27/08/2018,Beauty
558,Joshua Harper,62,Male,Germany,16/09/2018,31/05/2021,Home & Kitchen
559,Leonard Jennings,21,Male,Germany,23/03/2020,14/05/2024,Books
560,Ashley Larsen,33,Female,Australia,13/01/2023,06/11/2024,Sports
561,Cynthia Anderson,41,Male,Canada,01/04/2024,27/09/2024,Electronics
562,Jonathan Byrd,33,Male,,12/07/2018,05/03/2019,Books
563,Jeremy Wilson,19,Female,Canada,31/07/2020,08/07/2022,Electronics
564,Robin Martin,66,Female,Australia,16/06/2023,27/03/2024,Beauty
565,Matthew Murphy,45,Male,Germany,22/08/2024,15/10/2024,Clothing
566,Carrie Mclaughlin,49,Female,USA,20/06/2023,30/01/2024,Books
567,Jason Cobb,44,Female,Australia,01/06/2018,27/12/2019,Beauty
568,George Phillips,37,Male,Australia,22/11/2018,05/08/2020,Electronics
569,Kristen Johnson,41,Female,USA,02/03/2022,06/07/2024,Home & Kitchen
570,Mark Wilkins,,Female,Canada,20/07/2024,17/08/2024,Home & Kitchen
571,Michael Hunt,67,Male,France,22/10/2021,05/02/2022,Clothing
572,Judy Forbes,52,Male,USA,26/07/2024,28/10/2024,Books
573,Tracey Larson,50,Male,Germany,28/09/2017,02/02/2019,Books
574,Juan Barr,50,Female,UK,04/12/2016,15/09/2019,Books
575,Andrea Stevenson,68,Other,Brazil,17/02/2023,01/06/2023,Beauty
576,Anthony Freeman,60,Female,UK,01/04/2018,26/04/2020,Clothing
577,Michael Burton,54,Male,India,16/12/2021,28/11/2023,Books
578,Robert Hartman,29,Female,India,01/02/2016,06/05/2024,Beauty
579,Samuel Rice DDS,20,Female,Australia,08/12/2017,19/09/2022,Home & Kitchen
580,Taylor Phillips,,Male,Brazil,13/06/2018,03/12/2020,Electronics
581,Blake Peterson,50,Male,UK,22/04/2022,03/11/2022,Beauty
582,Kevin Myers,57,Female,France,22/09/2017,16/07/2019,Home & Kitchen
583,Ashley Donovan,27,Male,Canada,08/03/2020,23/03/2022,Home & Kitchen
584,Keith Jennings,60,Female,Germany,17/09/2020,28/12/2021,Electronics
585,Paul Edwards,61,Male,India,13/07/2024,29/07/2024,Home & Kitchen
586,Michael Sparks Jr.,46,Male,France,24/10/2016,10/02/2019,Clothing
587,David Underwood,30,Male,Germany,28/07/2017,27/09/2017,Electronics
588,Richard Fernandez,29,Male,Germany,27/05/2023,31/10/2024,Home & Kitchen
589,Shane Andrade,48,Female,Canada,18/06/2019,05/03/2022,Sports
590,Frederick King,63,Male,Brazil,31/07/2021,22/12/2023,Beauty
591,Jane Huff,19,Female,Australia,17/07/2021,02/06/2023,Home & Kitchen
592,Taylor Reilly,68,Female,UK,26/11/2018,22/07/2022,Clothing
593,Tracy Finley MD,67,Female,Canada,19/08/2021,02/06/2024,Books
594,Adam Brown,52,Male,France,14/02/2019,10/06/2023,Home & Kitchen
595,Christopher Kim,40,Female,Australia,09/12/2015,27/05/2023,Books
596,Robert Alvarado,34,Female,France,20/04/2018,23/05/2020,Sports
597,Angela Miller,43,Male,Australia,25/01/2022,24/04/2024,Home & Kitchen
598,Barbara Powell,25,Male,Brazil,07/04/2016,16/08/2023,Electronics
599,Jeffrey Thomas,46,Female,India,28/10/2020,04/09/2021,Books
600,Christopher Phillips,43,Other,France,13/11/2020,05/10/2024,Sports
601,Jill Chapman,27,Male,Canada,03/04/2016,09/09/2019,Electronics
602,David Marsh,43,Female,Australia,13/12/2015,22/08/2019,Electronics
603,Jordan Lewis,51,Female,Australia,13/06/2022,04/07/2022,Electronics
604,Adam Hernandez,68,Female,Germany,03/08/2020,19/02/2023,Electronics
605,Patricia Pineda,58,Other,Germany,26/04/2018,26/05/2023,Home & Kitchen
606,Martin Jimenez,24,Female,USA,19/04/2017,21/10/2018,Beauty
607,Katrina Riggs,21,Male,France,11/01/2017,27/08/2020,Home & Kitchen
608,Melissa Savage,70,Male,Germany,01/04/2024,08/04/2024,Home & Kitchen
609,Brenda Greene,67,Male,USA,04/08/2019,25/07/2020,Sports
610,Heather Clark,62,Female,,23/11/2019,28/08/2023,Sports
611,Nancy Wilson,28,Female,India,18/04/2022,02/10/2023,Beauty
612,Cynthia Snyder,46,Male,Germany,28/07/2024,12/11/2024,Sports
613,Stephanie Reyes,53,Female,France,13/06/2023,02/07/2024,Clothing
614,Justin Phillips,42,Female,Australia,18/02/2023,11/07/2023,Beauty
615,Christopher Murray,38,Female,UK,13/09/2018,25/10/2022,Sports
616,David Gillespie,53,Male,Brazil,05/07/2018,23/08/2022,Beauty
617,Michael Ferguson,27,Female,France,19/07/2023,25/08/2024,Home & Kitchen
618,Jamie Washington,54,Male,Brazil,10/04/2019,08/02/2022,Home & Kitchen
619,Gary Benton,26,Male,Canada,08/09/2016,12/04/2019,Beauty
620,Lindsey Pham,41,Male,India,20/08/2022,23/02/2023,Clothing
621,Diana Smith,52,Male,Germany,03/06/2021,02/12/2021,Clothing
622,Derrick Jimenez,66,Male,Germany,30/05/2020,08/08/2022,Beauty
623,Christopher Willis MD,52,Female,Brazil,02/03/2024,01/08/2024,Sports
624,Teresa Reed,65,Male,Australia,11/06/2018,15/12/2023,Books
625,Kirsten Clark,53,Female,Brazil,21/03/2022,26/09/2023,Clothing
626,Mrs. Elizabeth Smith,35,Male,Canada,09/03/2021,13/01/2023,Electronics
627,Kathleen Stanley,66,Female,Australia,26/08/2024,30/09/2024,Home & Kitchen
628,Madison Bennett,56,Other,Canada,28/02/2024,07/10/2024,Beauty
629,Tara Carey,49,Male,UK,06/10/2019,13/08/2021,Electronics
630,Frank Brooks,41,Male,India,11/05/2020,13/09/2022,Beauty
631,Benjamin Riggs,40,Male,Germany,24/05/2021,01/06/2021,Home & Kitchen
632,Valerie Fernandez,49,Female,Germany,30/06/2020,21/02/2021,Home & Kitchen
633,Anna Galloway,54,Female,UK,12/05/2018,28/08/2023,Clothing
634,Ashley Parker,29,Male,USA,28/12/2017,16/08/2024,Clothing
635,Kristin Burke,66,Female,India,29/12/2020,12/03/2022,Electronics
636,Samantha Nguyen,30,Male,Australia,04/06/2018,09/09/2022,Beauty
637,Dr. Tracy Nelson,40,Male,UK,14/12/2021,10/11/2023,Home & Kitchen
638,Daniel Stark,42,Female,Australia,06/03/2022,14/09/2023,Electronics
639,Pamela Sims,52,Male,Brazil,13/08/2019,14/09/2022,Books
640,Mary Jackson,58,Female,France,31/07/2017,22/11/2020,Electronics
641,Daniel Clayton,47,Male,Germany,16/09/2020,12/01/2023,Sports
642,Monica Lawrence,34,Other,Australia,07/06/2021,28/10/2022,Electronics
643,Sherri Baker,66,Male,Canada,07/07/2021,23/12/2022,Sports
644,Isaac Alvarez,37,Male,Australia,23/01/2016,13/01/2020,Sports
645,Christopher Gilbert,65,Female,France,18/11/2020,13/12/2023,Sports
646,James Henry,42,Male,India,26/04/2023,26/06/2023,Books
647,Russell Patton,39,Other,Germany,30/06/2021,25/03/2022,Electronics
648,Denise Jordan,30,Female,Brazil,06/08/2023,25/06/2024,Electronics
649,Miranda Howard,36,Female,UK,26/07/2024,08/10/2024,Books
650,Donald Clark,66,Female,Brazil,28/03/2024,01/10/2024,Home & Kitchen
651,Daniel Duncan,53,Female,France,04/07/2023,05/05/2024,Clothing
652,Susan Bryant,29,Female,Germany,11/05/2016,14/03/2019,Electronics
653,Vincent Ramsey,58,Female,Australia,12/01/2024,25/10/2024,Clothing
654,Deborah Mclean,36,Female,India,23/01/2022,10/10/2024,Beauty
655,James Terry,29,Male,USA,28/08/2019,18/09/2020,Beauty
656,Shane Harris,26,Male,India,22/03/2016,20/11/2020,Books
657,Carmen Butler,24,Female,USA,11/06/2022,10/08/2022,Beauty
658,James Vega,45,Male,Canada,05/09/2018,04/08/2020,Beauty
659,Anthony Lewis,31,Female,India,07/09/2022,07/05/2023,Home & Kitchen
660,Karen Phillips,48,Male,Germany,24/11/2022,15/11/2024,Home & Kitchen
661,Abigail Clark,69,Male,USA,04/05/2018,27/02/2021,Home & Kitchen
662,Jacqueline Martinez,36,Female,UK,05/05/2017,11/03/2024,Beauty
663,Stacey Savage,64,Female,Germany,06/09/2017,07/06/2018,Books
664,Jordan Tucker,33,Male,UK,22/05/2017,10/06/2018,Sports
665,Kevin Hunter,70,Female,India,05/01/2024,08/10/2024,Sports
666,Nicole Huang,22,Female,UK,01/08/2018,20/12/2019,Clothing
667,Thomas Reed,52,Male,USA,24/11/2019,07/09/2020,Sports
668,Jasmine Jones,29,Female,Germany,16/07/2016,07/10/2018,Sports
669,Joanna Anthony,42,Male,Australia,14/02/2017,10/07/2018,Home & Kitchen
670,Steven Baker,69,Male,France,12/08/2019,18/03/2021,Home & Kitchen
671,Kathleen Lamb,38,Other,USA,17/02/2023,11/09/2024,Beauty
672,Edward Rangel,53,Male,USA,30/05/2020,26/07/2023,Clothing
673,Timothy Lewis,70,Female,Australia,09/02/2023,14/04/2023,Electronics
674,Steven Anderson,40,Female,Germany,05/09/2016,15/01/2022,Clothing
675,Timothy Zuniga,33,Male,Germany,24/04/2017,09/06/2018,Clothing
676,James Irwin,56,Female,Brazil,02/04/2017,26/11/2021,Books
677,Joshua Carter,62,Female,India,03/05/2017,17/03/2024,Beauty
678,Kim Cooper,70,Male,UK,09/09/2024,15/09/2024,Books
679,Andrew Williamson,59,Female,India,02/02/2024,20/06/2024,Clothing
680,Emily Holt,56,Female,Australia,10/12/2020,09/09/2021,Clothing
681,Jill Olson,31,Female,India,15/09/2023,28/04/2024,Clothing
682,Linda Vincent,48,Female,Australia,20/06/2016,23/02/2022,Sports
683,Katrina Fernandez,22,Male,Germany,22/10/2016,16/05/2023,Books
684,Pamela Boyd,52,Female,UK,14/11/2020,18/01/2023,Clothing
685,Patrick Holt,40,Female,India,24/07/2023,08/06/2024,Home & Kitchen
686,Justin Perez,46,Female,USA,17/11/2018,14/04/2024,Beauty
687,Jose Wade,60,Female,Canada,04/04/2021,17/04/2022,Beauty
688,Mary Estrada,28,Female,Brazil,02/06/2019,21/11/2022,Home & Kitchen
689,Jessica Lamb,35,Female,France,25/08/2019,29/09/2022,Beauty
690,Dustin Gallegos,64,Female,USA,01/09/2019,01/09/2024,Sports
691,Natalie Campbell,29,Female,Germany,12/03/2016,11/01/2017,Sports
692,Jennifer Yang,26,Female,France,30/01/2024,10/10/2024,Electronics
693,Loretta Schneider MD,27,Female,Canada,28/04/2023,01/01/2024,Electronics
694,Julie Baldwin,61,Female,Canada,28/11/2020,21/12/2020,Electronics
695,Mark Mcclure,34,Male,UK,10/06/2023,07/09/2023,Beauty
696,Barbara Flynn,55,Male,France,02/08/2023,29/07/2024,Sports
697,Joshua Lin,24,Male,UK,23/01/2021,20/02/2021,Sports
698,Zachary Bryant,,Female,USA,05/12/2018,03/06/2022,Sports
699,Tracy Pham,30,Female,Australia,02/04/2018,13/10/2018,Home & Kitchen
700,Kenneth Dunn,57,Female,Australia,02/04/2018,26/09/2021,Sports
701,Deanna Johnson,59,Male,Australia,10/11/2024,16/11/2024,Home & Kitchen
702,Isabella Soto,26,Female,France,29/09/2017,22/12/2020,Electronics
703,Edward Ortiz,67,Male,Australia,21/02/2023,07/10/2024,Electronics
704,Brittany Maxwell,44,Male,USA,24/03/2017,24/03/2019,Beauty
705,Wanda Jones,19,Female,,09/04/2016,24/05/2016,Electronics
706,Mitchell Powell,22,Female,France,06/04/2019,06/08/2020,Beauty
707,Kimberly Rivera,46,Male,UK,26/04/2020,03/02/2023,Clothing
708,Patricia Bond,54,Male,France,14/03/2024,27/10/2024,Clothing
709,Mrs. Grace Mccarty,55,Male,UK,19/04/2023,17/09/2023,Books
710,Katie Gamble,36,Male,Canada,26/06/2020,14/09/2021,Beauty
711,Sonya Alvarez,25,Female,UK,08/06/2021,18/02/2024,Books
712,Kristine Mason,65,Male,Australia,13/11/2021,24/02/2024,Books
713,Mark Richards,62,Female,Canada,25/04/2023,24/03/2024,Clothing
714,Emily Carey,18,Female,UK,02/09/2022,03/01/2024,Beauty
715,Edward Gonzalez,39,Male,France,17/12/2016,18/02/2020,Clothing
716,Allison Best,69,Male,France,07/01/2018,14/04/2019,Books
717,Jonathan Johnson,34,Male,Brazil,12/03/2023,19/06/2023,Beauty
718,Jill Gordon,24,Male,France,21/01/2023,03/02/2023,Books
719,Robin Snow,42,Male,Germany,02/06/2020,29/06/2021,Sports
720,Christopher Patterson,62,Female,USA,17/11/2020,02/09/2021,Beauty
721,Austin Barrera,21,Male,France,04/08/2022,19/12/2022,Beauty
722,Steven Ward,53,Other,Canada,15/02/2017,04/09/2022,Books
723,Mary Parrish,23,Male,Brazil,22/08/2018,29/03/2019,Sports
724,Kristy Mcintyre,48,Female,France,23/11/2023,28/01/2024,Home & Kitchen
725,William Fernandez,36,Female,Germany,01/03/2022,09/12/2023,Clothing
726,James Brooks,,Female,Australia,25/06/2016,16/05/2022,Books
727,Erik Diaz,56,Female,Canada,03/12/2016,12/05/2022,Beauty
728,Laurie Russell,44,Female,Germany,27/01/2022,16/03/2022,Clothing
729,Jeffrey Ellis,27,Female,Australia,14/07/2023,11/08/2023,Clothing
730,Kevin Evans,43,Female,India,13/05/2023,01/05/2024,Clothing
731,Matthew Smith,36,Female,India,25/08/2019,11/08/2020,Home & Kitchen
732,Donald Mccormick,,Male,Canada,28/03/2022,05/02/2023,Electronics
733,Mr. Alejandro Robinson,20,Male,UK,31/10/2021,30/12/2023,Books
